ID_REF,VALUE
1552484_at,2.534945613
1552485_at,7.377169473
1552486_s_at,6.594994239
1552487_a_at,2.841120508
1552489_s_at,4.106160241
1552490_at,3.098219923
1552491_at,3.16118661
1552493_s_at,3.035816955
1552494_at,3.010536605
1552496_a_at,2.817358268
1552497_a_at,2.955739803
1552498_at,3.153755254
1552499_a_at,2.832856821
1552501_a_at,3.111803556
1552502_s_at,2.969893508
1552503_at,3.054356164
1552504_a_at,3.128693575
1552506_at,2.079962169
1552507_at,2.616285644
1552508_at,2.617910475
1552509_a_at,2.932945806
1552510_at,3.70345479
1552511_a_at,2.807045551
1552514_at,2.579132736
1552515_at,2.817542759
1552516_a_at,2.671154952
1552518_s_at,4.084607395
1552519_at,2.754262953
1552520_at,4.042507268
1552521_a_at,2.555359724
1552522_at,2.920980045
1552523_a_at,3.056098601
1552524_at,3.027995107
1552526_at,2.889899824
1552528_at,2.566634611
1552531_a_at,2.632307101
1552532_a_at,2.964519575
1552535_at,2.861305233
1552536_at,2.886599226
1552538_a_at,3.320312109
1552540_s_at,3.30999434
1552541_at,3.43231094
1552542_s_at,2.438968058
1552543_a_at,2.635136642
1552544_at,3.354378408
1552546_a_at,3.73195131
1552548_at,3.041764402
1552549_a_at,3.231873576
1552552_s_at,2.318013669
1552553_a_at,3.114954501
1552554_a_at,2.369521738
1552555_at,3.062070021
1552557_a_at,3.376875592
1552558_a_at,3.074223272
1552559_a_at,3.02428733
1552562_at,3.219942674
1552563_a_at,2.197951127
1552564_at,3.055515243
1552566_at,2.81906998
1552568_at,2.84093508
1552569_a_at,2.70348839
1552570_at,2.66326069
1552572_a_at,2.822801609
1552573_s_at,3.088381509
1552575_a_at,2.795149482
1552576_at,3.536684485
1552578_a_at,2.818122525
1552579_a_at,3.235748574
1552580_at,3.051221083
1552582_at,2.795336658
1552583_s_at,2.573695656
1552584_at,2.871672994
1552585_s_at,3.191133595
1552586_at,3.198591488
1552587_at,2.618070687
1552588_a_at,1.915100666
1552590_a_at,2.442406037
1552592_at,3.101831249
1552594_at,2.426147829
1552596_at,2.755577881
1552598_at,2.530615654
1552599_at,3.107705804
1552602_at,2.973105095
1552604_at,3.74836398
1552605_s_at,3.084520012
1552607_at,3.139190148
1552608_at,3.084309864
1552609_s_at,2.738031801
1552610_a_at,7.479820585
1552611_a_at,5.181352026
1552612_at,4.147989799
1552613_s_at,4.990788569
1552615_at,3.181796942
1552616_a_at,2.683989297
1552617_a_at,6.905806498
1552618_at,5.264987095
1552619_a_at,9.726071525
1552620_at,3.877561757
1552621_at,5.418802738
1552622_s_at,3.925746805
1552623_at,3.117504357
1552625_a_at,5.759256071
1552626_a_at,2.581482492
1552627_a_at,5.116607913
1552628_a_at,8.357285207
1552629_a_at,2.563581132
1552630_a_at,2.809137985
1552631_a_at,2.561064859
1552632_a_at,3.703970725
1552633_at,3.795888662
1552634_a_at,2.962776832
1552637_at,2.388764251
1552639_at,3.016098401
1552641_s_at,4.194558178
1552643_at,4.008444456
1552644_a_at,3.956896587
1552646_at,3.426905281
1552648_a_at,3.222090315
1552649_a_at,2.733085618
1552651_a_at,3.664446475
1552652_at,3.358660469
1552656_s_at,2.966663138
1552657_a_at,3.585663158
1552658_a_at,6.295051054
1552660_a_at,5.831648521
1552661_at,2.520492704
1552662_a_at,2.717754843
1552663_a_at,3.326021869
1552664_at,6.200981041
1552665_at,3.344639235
1552666_a_at,2.592649925
1552667_a_at,2.294361243
1552669_at,2.907370153
1552670_a_at,3.45012414
1552671_a_at,3.388191472
1552672_a_at,2.483333989
1552673_at,2.359249501
1552674_at,3.060709483
1552675_at,3.095296499
1552676_at,2.807879074
1552677_a_at,3.012748069
1552678_a_at,4.40806002
1552680_a_at,3.255733131
1552682_a_at,2.645303796
1552684_a_at,3.650387154
1552685_a_at,2.420649383
1552686_at,3.077528186
1552687_a_at,2.918456147
1552689_at,2.858291298
1552690_a_at,3.036686942
1552691_at,2.685333093
1552693_at,2.428687595
1552694_at,3.494156819
1552695_a_at,3.458251195
1552696_at,3.826727629
1552698_at,3.253369722
1552701_a_at,9.164161273
1552703_s_at,8.69457289
1552705_at,2.932710997
1552708_a_at,3.281590284
1552711_a_at,4.300194113
1552712_a_at,3.389978242
1552713_a_at,2.809879829
1552714_at,2.588669969
1552715_a_at,2.277293303
1552716_at,3.809147877
1552717_s_at,5.418310338
1552718_at,2.93880977
1552719_at,3.500058976
1552721_a_at,3.565190117
1552722_at,2.91108036
1552724_at,2.356534982
1552725_s_at,3.333316947
1552726_at,2.534670718
1552727_s_at,2.372437596
1552729_at,3.297290608
1552730_at,2.870146575
1552731_at,2.385452136
1552732_at,2.671725306
1552733_at,3.334706478
1552734_at,3.331417449
1552735_at,4.231347664
1552736_a_at,3.245099479
1552737_s_at,2.252700952
1552738_a_at,3.410755077
1552739_s_at,4.140796666
1552740_at,2.596509456
1552742_at,2.838617799
1552743_at,2.53428212
1552745_at,2.655261372
1552747_a_at,2.61731579
1552749_a_at,3.250186085
1552750_at,2.671230167
1552751_a_at,3.663288789
1552752_a_at,2.887986297
1552754_a_at,2.795291973
1552755_at,2.564352676
1552757_s_at,2.628646825
1552758_at,3.161214237
1552760_at,2.361314484
1552761_at,3.196466151
1552763_at,2.642531052
1552765_x_at,2.624937552
1552766_at,2.564328275
1552767_a_at,2.922824102
1552768_at,2.732258949
1552769_at,2.775635968
1552770_s_at,3.055356147
1552771_a_at,2.350266148
1552772_at,3.072344655
1552773_at,2.98045765
1552774_a_at,2.633082012
1552775_at,2.869317661
1552777_a_at,3.04125757
1552779_a_at,2.698369468
1552782_at,2.739890695
1552783_at,2.990264127
1552785_at,3.731512796
1552787_at,3.12238004
1552788_a_at,2.807861869
1552789_at,5.000232637
1552790_a_at,6.464338791
1552791_a_at,2.759222908
1552792_at,3.159513651
1552793_at,3.365930813
1552794_a_at,3.293455953
1552796_a_at,3.008125586
1552797_s_at,2.91360707
1552798_a_at,2.512232519
1552799_at,3.025521424
1552800_at,2.825816177
1552801_at,2.813733968
1552803_a_at,3.318335433
1552804_a_at,2.717898999
1552806_a_at,3.234324217
1552807_a_at,3.214563032
1552808_at,3.174400689
1552809_at,2.584531272
1552811_at,2.808798249
1552812_a_at,3.296863388
1552813_at,2.796819757
1552814_a_at,2.689905261
1552816_at,3.354154017
1552818_a_at,2.385617392
1552819_at,2.39815199
1552822_at,3.095300363
1552825_at,3.032489945
1552826_at,2.595234664
1552827_s_at,2.19622021
1552828_at,3.130450025
1552829_at,3.085621582
1552830_at,3.270395231
1552833_at,1.672072411
1552834_at,2.857819191
1552835_at,2.694717047
1552836_at,3.237576045
1552837_at,3.379904074
1552839_at,3.261287111
1552841_s_at,2.435297463
1552842_at,2.859148954
1552843_at,2.903198544
1552845_at,2.384312059
1552846_s_at,2.971094384
1552848_a_at,2.84072861
1552849_at,2.497792501
1552851_at,2.625525682
1552852_a_at,2.57910618
1552853_at,2.409915166
1552854_a_at,2.58135127
1552856_at,2.887164238
1552857_a_at,2.405097583
1552858_at,3.174653117
1552860_at,2.706127813
1552862_at,2.240703235
1552863_a_at,4.415752741
1552865_a_at,2.849868495
1552867_at,3.136718051
1552868_at,3.553230258
1552870_s_at,2.997676195
1552872_at,3.522106917
1552873_s_at,3.16423158
1552875_a_at,2.869884358
1552876_at,2.431717721
1552877_s_at,2.783557586
1552878_at,2.327495235
1552879_a_at,2.520503878
1552880_at,2.675483737
1552882_a_at,3.569934066
1552884_at,3.557945505
1552885_a_at,3.685174304
1552887_at,2.948815329
1552889_a_at,3.383740126
1552890_a_at,2.955746505
1552892_at,3.01226762
1552893_at,2.840083252
1552895_a_at,2.350865172
1552897_a_at,2.748109022
1552898_a_at,2.719841937
1552899_at,4.727953206
1552900_a_at,2.495765045
1552902_a_at,2.664416015
1552903_at,3.098767895
1552904_at,2.538309034
1552906_at,2.595444504
1552908_at,2.474748558
1552910_at,2.465547352
1552911_at,2.89977279
1552912_a_at,2.443340858
1552913_at,2.411697279
1552914_a_at,3.281397803
1552915_at,2.656421744
1552917_at,2.719826195
1552919_at,3.01654131
1552921_a_at,4.223302786
1552922_at,2.684004285
1552923_a_at,2.66344469
1552924_a_at,2.776714133
1552925_at,2.86894324
1552927_at,3.489227307
1552928_s_at,3.103133592
1552929_at,2.347351291
1552930_at,3.440699838
1552931_a_at,4.979801206
1552932_at,2.823519449
1552933_at,2.386379407
1552935_at,3.220967405
1552937_s_at,3.498824094
1552938_at,3.000316158
1552939_at,2.363630775
1552940_at,2.972904376
1552942_at,3.775681123
1552943_at,2.535382728
1552944_a_at,3.021921073
1552946_at,2.673184144
1552947_x_at,3.054218511
1552948_at,3.306070491
1552950_at,2.822534213
1552952_at,2.811887457
1552953_a_at,2.884536226
1552954_at,2.803272967
1552955_at,2.955330727
1552957_at,2.943436144
1552960_at,3.368829187
1552961_at,4.577026106
1552964_at,2.12043475
1552965_a_at,2.330118264
1552967_at,2.189348778
1552969_a_at,3.454336622
1552970_s_at,3.868396673
1552971_at,2.742355699
1552972_at,2.464868076
1552973_at,3.213178266
1552974_at,3.546379501
1552975_x_at,3.497957119
1552976_at,2.958845055
1552977_a_at,5.619254339
1552978_a_at,6.953209684
1552979_at,3.368211187
1552980_at,3.565427782
1552982_a_at,1.736098157
1552985_at,2.829116105
1552986_at,2.688405693
1552987_a_at,2.533771334
1552988_at,2.656524149
1552990_at,1.996766992
1552991_at,2.564259645
1552993_at,2.479432264
1552995_at,2.066204817
1552997_a_at,2.320176875
1552998_at,2.467302074
1552999_a_at,2.402685322
1553002_at,3.302901681
1553003_at,3.066577604
1553004_at,2.504720197
1553006_at,2.365736813
1553007_a_at,2.785951978
1553009_s_at,2.608039884
1553011_at,3.325221518
1553013_at,2.768014446
1553015_a_at,3.895081796
1553016_at,3.047056704
1553019_at,3.340266829
1553020_at,3.11216507
1553021_s_at,3.018039566
1553022_at,2.543542154
1553023_a_at,2.967116611
1553024_at,2.427486079
1553025_at,3.475297272
1553027_a_at,2.541310196
1553028_at,2.6447666
1553030_a_at,3.306803711
1553031_at,2.802054131
1553032_at,2.683802879
1553033_at,2.510692848
1553034_at,4.478920895
1553036_at,2.139540572
1553037_a_at,3.176422253
1553039_a_at,2.311829093
1553041_at,3.231331747
1553042_a_at,2.715242304
1553043_a_at,2.775018439
1553044_at,2.354534617
1553045_at,2.491414541
1553046_s_at,3.102820489
1553047_at,3.900065263
1553048_a_at,4.299283344
1553051_s_at,2.485977705
1553052_at,2.248668895
1553053_at,2.56994902
1553055_a_at,4.033609341
1553057_at,3.093705446
1553058_at,2.603893453
1553059_at,2.632356347
1553060_at,3.032359668
1553061_at,2.894811755
1553062_at,2.925861296
1553063_at,2.690865568
1553064_at,2.692942711
1553066_at,2.621552474
1553067_a_at,2.810826056
1553069_at,2.29655821
1553070_a_at,2.41224324
1553071_a_at,2.803703993
1553072_at,2.749914394
1553074_at,2.524196276
1553075_a_at,2.404501555
1553076_at,2.66918659
1553077_at,2.831586912
1553078_at,2.813469389
1553079_at,2.765599522
1553080_at,2.718614214
1553081_at,3.743694082
1553082_at,2.811317974
1553083_at,2.975844231
1553084_at,2.777534369
1553086_at,2.25813715
1553087_at,3.015217258
1553088_a_at,3.462031052
1553089_a_at,2.49882683
1553093_a_at,2.513830413
1553094_at,3.693303508
1553096_s_at,3.636572479
1553099_at,3.370901684
1553101_a_at,7.126094424
1553102_a_at,3.005625623
1553103_at,7.458279381
1553105_s_at,2.826794
1553106_at,7.869233174
1553107_s_at,5.034958251
1553108_at,5.043821922
1553111_a_at,4.838101603
1553112_s_at,5.391713939
1553113_s_at,6.250625155
1553114_a_at,2.701250167
1553115_at,3.478380136
1553117_a_at,4.34224586
1553118_at,4.683107447
1553120_at,3.494805689
1553122_s_at,3.333137382
1553123_at,3.861156114
1553125_x_at,3.406334285
1553126_a_at,2.888582276
1553127_a_at,3.79749357
1553129_at,2.714338186
1553130_at,3.54460763
1553131_a_at,2.631944621
1553132_a_at,2.397934801
1553133_at,3.516905343
1553134_s_at,2.454300292
1553136_at,3.266099677
1553137_s_at,2.643141569
1553138_a_at,3.035745064
1553139_s_at,2.835408426
1553140_at,3.590395594
1553141_at,3.461600648
1553142_at,4.040591701
1553145_at,3.373396318
1553146_at,2.793351838
1553147_at,2.402988373
1553148_a_at,4.060741408
1553150_at,2.728549489
1553151_at,3.18224277
1553153_at,3.544791034
1553155_x_at,3.755723173
1553156_at,2.398648506
1553157_at,3.139810552
1553158_at,3.682453803
1553159_at,3.087382998
1553162_x_at,3.410548537
1553163_at,2.973249038
1553165_at,2.7960964
1553166_at,3.242377616
1553167_a_at,3.123731542
1553168_at,1.962343041
1553169_at,2.128963144
1553171_x_at,2.385772854
1553172_at,6.856316154
1553174_at,2.791732422
1553175_s_at,5.22583047
1553176_at,2.526496703
1553177_at,2.931617373
1553178_a_at,2.729182255
1553179_at,2.679365658
1553180_at,3.100479374
1553181_at,2.529861006
1553183_at,2.049583137
1553185_at,4.727919944
1553186_x_at,4.280182974
1553188_s_at,3.292620419
1553190_s_at,3.191114211
1553191_at,2.750219872
1553192_at,3.472006756
1553193_at,3.211975293
1553194_at,4.05641841
1553196_a_at,2.355289189
1553197_at,2.330373228
1553199_at,3.540918586
1553202_at,2.800931832
1553204_at,2.853090686
1553205_at,3.419201003
1553207_at,3.513040998
1553208_s_at,2.335307387
1553209_at,2.984676025
1553211_at,2.552875808
1553212_at,5.117561215
1553213_a_at,2.534491944
1553214_a_at,3.13411367
1553215_s_at,3.150046902
1553216_at,3.393580323
1553217_s_at,3.614010651
1553218_a_at,4.113370516
1553219_a_at,3.837086612
1553220_at,3.396925447
1553221_at,3.315545603
1553222_at,2.799155454
1553224_at,2.785633495
1553225_s_at,3.065586409
1553226_at,2.746152878
1553227_s_at,3.719397243
1553228_at,3.090194127
1553229_at,2.763617296
1553232_at,3.304052892
1553234_at,3.108433528
1553235_at,2.748233831
1553237_x_at,3.225364549
1553238_a_at,3.515081461
1553239_at,3.930200186
1553241_at,2.513933854
1553243_at,2.967099944
1553244_at,3.3278343
1553246_a_at,3.105256413
1553247_a_at,2.924662855
1553248_at,3.512022275
1553249_at,3.134267284
1553252_a_at,3.304303847
1553253_at,2.781278214
1553254_at,3.210813372
1553255_at,2.964770773
1553257_at,2.770867697
1553258_at,3.056018043
1553260_s_at,2.181991513
1553261_x_at,3.095749342
1553262_a_at,1.97815211
1553263_at,3.070354098
1553264_a_at,3.071030281
1553265_at,3.595290029
1553266_at,2.711089185
1553267_a_at,3.406098041
1553268_at,2.487749616
1553269_at,3.26833041
1553271_at,2.572909946
1553272_at,3.097808609
1553274_a_at,5.214465817
1553275_s_at,2.887091086
1553276_at,2.198806158
1553277_at,2.506704843
1553279_at,2.878912742
1553280_at,3.478909884
1553281_at,3.040854654
1553282_at,2.602740685
1553284_s_at,3.195158784
1553285_s_at,2.807626955
1553286_at,3.784295523
1553288_a_at,2.483158912
1553292_s_at,3.212801892
1553293_at,3.623673592
1553295_at,2.448303864
1553296_at,2.217593609
1553297_a_at,3.165042921
1553298_at,2.287214156
1553299_at,2.749221732
1553300_a_at,2.900197512
1553301_a_at,2.995224364
1553303_at,2.873963617
1553304_at,3.0505301
1553306_at,3.123548063
1553310_at,3.102585927
1553311_at,2.512162343
1553313_s_at,3.151813313
1553314_a_at,2.889363044
1553315_at,2.635876503
1553316_at,2.337979082
1553317_s_at,2.388096088
1553318_at,2.913318467
1553319_at,2.809172462
1553320_s_at,2.642868099
1553321_a_at,2.502971364
1553322_s_at,4.675749985
1553323_a_at,2.614441162
1553325_at,2.589741271
1553326_at,2.401696882
1553327_a_at,2.451993633
1553328_a_at,3.216337592
1553329_at,2.861075996
1553330_at,3.049995549
1553333_at,2.292975763
1553335_x_at,2.60678068
1553336_a_at,2.846354346
1553338_at,4.025297054
1553340_s_at,2.794892215
1553341_at,2.932057113
1553344_at,2.539963586
1553346_a_at,2.946629615
1553347_s_at,3.02395968
1553348_a_at,3.00022299
1553349_at,2.528130531
1553350_at,2.930325823
1553351_at,2.355425932
1553352_x_at,3.055223789
1553354_a_at,3.604251579
1553355_at,3.092173799
1553356_at,2.242307452
1553357_at,2.401787234
1553359_at,3.095206918
1553361_x_at,2.906290863
1553362_at,2.612073222
1553363_at,3.195951995
1553364_at,2.047781302
1553365_at,2.455375284
1553366_s_at,3.235710161
1553367_a_at,2.748947857
1553369_at,2.521800837
1553371_at,2.684965949
1553372_at,3.899027806
1553373_at,2.712900664
1553374_at,2.656408312
1553375_at,3.073570714
1553376_a_at,2.640248883
1553378_a_at,2.791441905
1553380_at,2.02213388
1553383_at,2.874614297
1553385_at,3.07631724
1553386_at,3.018841545
1553387_at,2.670939253
1553388_at,2.370026997
1553389_at,3.381664468
1553390_at,3.300589096
1553391_at,2.659399003
1553392_at,3.317664306
1553394_a_at,2.222307351
1553395_a_at,2.162545158
1553396_a_at,3.310174772
1553397_at,3.14643583
1553398_at,2.616444708
1553399_a_at,2.81015839
1553400_a_at,3.327558728
1553401_at,3.292920883
1553402_a_at,3.520137558
1553403_at,2.490057077
1553405_a_at,3.227345717
1553407_at,2.869129276
1553409_at,2.421710031
1553410_a_at,2.092189773
1553411_s_at,2.724836445
1553412_at,3.196668749
1553413_at,2.116693134
1553415_at,3.075211524
1553417_at,2.694824212
1553418_a_at,2.904977432
1553420_at,2.21440075
1553422_s_at,2.587134381
1553423_a_at,3.531329294
1553424_at,3.194678102
1553425_at,2.604248423
1553426_at,2.840627497
1553427_at,2.200781826
1553428_at,2.569047248
1553429_at,3.044732621
1553430_a_at,2.538082895
1553432_s_at,3.257212354
1553433_at,2.344257212
1553434_at,2.555741871
1553435_at,2.41563378
1553436_at,2.851148253
1553437_at,2.964425327
1553438_at,3.374431787
1553439_at,2.732389793
1553440_at,2.457049211
1553441_at,2.697793378
1553442_a_at,2.706089795
1553443_at,2.28760477
1553444_a_at,3.025260521
1553446_at,2.787652134
1553447_at,2.506960956
1553448_at,1.782746824
1553449_at,3.848156146
1553450_s_at,3.054976697
1553451_at,2.453137701
1553452_at,2.457371809
1553453_at,3.197325279
1553454_at,2.625642123
1553456_at,2.774324279
1553457_at,2.784853783
1553458_at,2.953343848
1553459_at,2.542857716
1553460_at,2.609338077
1553461_at,2.73512857
1553462_at,3.804043212
1553464_at,3.511835355
1553465_a_at,2.601438175
1553466_at,2.972098011
1553467_at,2.280866867
1553468_at,2.574182627
1553470_at,2.653906762
1553471_at,2.821222512
1553472_at,3.017957185
1553474_at,3.275529654
1553475_at,2.891936054
1553478_at,3.566391002
1553479_at,2.828261641
1553482_at,2.24546675
1553483_at,2.658834353
1553484_at,2.628502149
1553485_at,2.946063045
1553486_a_at,2.545306457
1553488_at,2.000612026
1553489_a_at,1.935334998
1553491_at,2.652704142
1553492_a_at,2.494381921
1553493_a_at,3.361184851
1553494_at,2.512834008
1553497_at,2.425991297
1553498_at,2.773999548
1553499_s_at,3.189916983
1553500_at,2.696193118
1553502_a_at,3.386605699
1553504_at,3.352792488
1553505_at,2.632472366
1553506_at,3.007934352
1553507_a_at,2.221167671
1553508_at,3.47499393
1553510_s_at,6.594146583
1553511_at,2.663766002
1553512_at,2.346605354
1553513_at,2.797149242
1553514_a_at,3.269479609
1553515_at,3.088875065
1553517_at,2.781755424
1553518_at,3.188431402
1553519_at,2.889215042
1553521_at,2.7526463
1553523_at,3.261169813
1553524_at,2.92690492
1553525_at,3.05185614
1553526_at,3.002269214
1553527_at,2.626458154
1553528_a_at,4.258640905
1553529_at,2.259664607
1553530_a_at,12.29720915
1553531_at,2.969366531
1553532_a_at,2.726483655
1553533_at,2.874891034
1553534_at,2.615283751
1553535_a_at,6.73253381
1553536_at,3.793651351
1553537_at,2.549750573
1553538_s_at,13.57931289
1553539_at,3.046525141
1553540_a_at,3.062609762
1553541_at,2.323941534
1553542_at,3.084253121
1553544_at,3.122399237
1553545_at,2.786088465
1553546_at,2.546779369
1553547_at,2.732637586
1553549_at,2.764744032
1553550_at,3.027072527
1553551_s_at,12.14371032
1553552_at,2.595327243
1553553_at,2.904559608
1553555_at,3.422405736
1553556_at,2.405362534
1553558_at,2.595383706
1553559_at,3.328493616
1553560_at,2.785238041
1553561_at,3.087105387
1553562_at,3.502278694
1553564_at,2.912346769
1553565_s_at,4.825475783
1553566_at,2.315967202
1553567_s_at,12.9993739
1553568_a_at,2.449312578
1553569_at,13.23400095
1553570_x_at,13.33594124
1553572_a_at,3.488143735
1553573_s_at,2.747530232
1553574_at,3.508677785
1553575_at,6.88181739
1553579_a_at,3.93096065
1553581_s_at,8.523938814
1553582_a_at,4.18374014
1553583_a_at,3.326105874
1553584_at,3.023321026
1553585_a_at,3.287839954
1553586_at,3.375733369
1553587_a_at,7.313577166
1553588_at,12.84913375
1553589_a_at,2.440931704
1553590_at,2.608042929
1553591_at,2.628664598
1553592_x_at,2.983438797
1553593_a_at,2.741545022
1553594_a_at,3.09332303
1553599_a_at,3.42980063
1553600_at,4.363652684
1553601_a_at,2.784810133
1553602_at,3.167297884
1553603_s_at,3.443629652
1553604_at,2.214313138
1553605_a_at,2.296045049
1553607_at,2.648226394
1553608_a_at,3.104990681
1553611_s_at,2.839360755
1553612_at,2.913592281
1553613_s_at,8.688667595
1553614_a_at,2.478436532
1553618_at,3.168625915
1553619_a_at,2.533774699
1553620_at,2.261386892
1553622_a_at,2.407917497
1553623_at,2.391818303
1553625_at,2.753001577
1553626_a_at,2.775681662
1553627_s_at,2.667294662
1553629_a_at,2.886696382
1553630_at,2.547810066
1553633_s_at,2.782700218
1553634_a_at,2.346474255
1553635_s_at,3.159142818
1553636_at,2.140126005
1553637_s_at,2.853405843
1553639_a_at,3.099028103
1553640_at,2.622485487
1553641_a_at,2.954540899
1553642_at,2.937832385
1553644_at,3.721181993
1553645_at,2.589259439
1553646_at,3.323238603
1553647_at,4.001263201
1553651_at,2.850538544
1553652_a_at,2.6736499
1553654_at,2.816868519
1553655_at,2.988535799
1553656_at,2.554047844
1553657_at,3.466263265
1553658_at,2.875689115
1553660_at,3.538699062
1553661_a_at,3.456456259
1553663_a_at,3.25497547
1553666_at,3.075292158
1553668_at,3.420968052
1553670_at,2.688371023
1553672_at,4.379171907
1553673_at,2.738968904
1553674_at,3.508613636
1553675_at,2.462874065
1553677_a_at,6.449270386
1553678_a_at,12.48715303
1553679_s_at,3.686999834
1553681_a_at,2.79827743
1553682_at,2.259227415
1553683_s_at,3.090903801
1553684_at,2.490351938
1553685_s_at,4.247061188
1553686_at,3.496297477
1553688_at,3.342527893
1553689_s_at,5.618607845
1553690_at,3.354257169
1553691_at,3.749442048
1553693_s_at,3.040244155
1553694_a_at,5.198801358
1553695_a_at,3.28423667
1553696_s_at,3.847785706
1553697_at,3.391407869
1553698_a_at,3.162310335
1553701_a_at,3.114052426
1553702_at,4.256455264
1553703_at,6.531602906
1553704_x_at,5.767243568
1553705_a_at,2.484164055
1553706_at,2.799092128
1553708_at,2.754085871
1553709_a_at,5.810262997
1553710_at,2.637978784
1553711_a_at,2.531205688
1553713_a_at,3.085024978
1553715_s_at,4.471220414
1553717_at,2.897046891
1553718_at,4.38575671
1553719_s_at,3.999103472
1553720_a_at,3.366534285
1553721_at,3.013813556
1553722_s_at,2.986518933
1553723_at,3.164394506
1553725_s_at,4.612106151
1553726_s_at,2.955298801
1553727_at,2.925654255
1553728_at,3.741748894
1553729_s_at,2.501048493
1553730_x_at,3.401339428
1553732_s_at,2.935692829
1553734_at,2.403483177
1553736_at,2.658612468
1553739_at,2.246831354
1553740_a_at,3.657743494
1553741_at,3.113929876
1553743_at,4.192914384
1553746_a_at,3.10070553
1553747_at,2.617685332
1553749_at,7.194381194
1553750_a_at,4.027957438
